Course Title,Course Subject,A+,A,Total 4.0,Total A,Total Kids,Percent 4.0,Percent A,ACP,HUM,SSBS,CW,CNW,Credit Hours
SHS321,SHS,0,2,2,7,23,0.08695652173913043,0.30434782608695654,NO,NO,NO,NO,NO,4
SHS375,SHS,0,40,40,40,44,0.9090909090909091,0.9090909090909091,NO,NO,NO,NO,NO,3
SHS390,SHS,0,22,22,22,49,0.4489795918367347,0.4489795918367347,NO,NO,NO,NO,NO,2
SHS430,SHS,6,19,25,25,32,0.78125,0.78125,NO,NO,NO,NO,NO,3
SHS431,SHS,0,14,14,20,29,0.4827586206896552,0.6896551724137931,NO,NO,NO,NO,NO,3
SHS450,SHS,12,12,24,40,90,0.26666666666666666,0.4444444444444444,NO,NO,NO,NO,NO,4
SHS451,SHS,0,29,29,35,83,0.3493975903614458,0.42168674698795183,NO,NO,NO,NO,NO,2
SHS470,SHS,22,8,30,31,34,0.8823529411764706,0.9117647058823529,NO,NO,NO,NO,NO,4
SHS477,SHS,3,13,16,22,26,0.6153846153846154,0.8461538461538461,NO,NO,NO,NO,NO,1
SHS511,SHS,0,10,10,19,26,0.38461538461538464,0.7307692307692307,NO,NO,NO,NO,NO,2
SHS534,SHS,0,16,16,21,23,0.6956521739130435,0.9130434782608695,NO,NO,NO,NO,NO,2
SHS572,SHS,0,18,18,20,21,0.8571428571428571,0.9523809523809523,NO,NO,NO,NO,NO,2
SOC100,SOC,0,182,182,277,523,0.3479923518164436,0.5296367112810707,NO,NO,Yes,NO,NO,4
SOC160,SOC,4,18,22,26,46,0.4782608695652174,0.5652173913043478,NO,NO,Yes,Yes,Yes,3
SOC196,SOC,6,5,11,17,47,0.23404255319148937,0.3617021276595745,NO,NO,NO,NO,NO,3
SOC200,SOC,0,31,31,58,77,0.4025974025974026,0.7532467532467533,NO,NO,NO,NO,NO,3
SOC270,SOC,3,6,9,15,57,0.15789473684210525,0.2631578947368421,NO,NO,NO,NO,NO,3
SOC275,SOC,13,4,17,20,26,0.6538461538461539,0.7692307692307693,NO,NO,NO,NO,NO,3
SOC280,SOC,3,14,17,18,23,0.7391304347826086,0.782608695652174,NO,NO,NO,NO,NO,4
SOC350,SOC,0,36,36,41,45,0.8,0.9111111111111111,NO,NO,NO,NO,NO,3
SOC380,SOC,5,24,29,35,48,0.6041666666666666,0.7291666666666666,NO,NO,NO,NO,NO,4
SOC447,SOC,2,7,9,13,23,0.391304347826087,0.5652173913043478,NO,NO,NO,NO,NO,3
SOC480,SOC,6,7,13,19,29,0.4482758620689655,0.6551724137931034,NO,NO,NO,NO,NO,2
SOC583,SOC,0,11,11,17,21,0.5238095238095238,0.8095238095238095,NO,NO,NO,NO,NO,4
SOCW199,SOCW,21,15,36,39,58,0.6206896551724138,0.6724137931034483,NO,NO,NO,NO,NO,1
SOCW200,SOCW,1,9,10,34,104,0.09615384615384616,0.3269230769230769,NO,NO,Yes,NO,NO,3
SOCW240,SOCW,0,13,13,15,28,0.4642857142857143,0.5357142857142857,NO,NO,Yes,NO,NO,3
SOCW297,SOCW,5,16,21,21,25,0.84,0.84,NO,NO,Yes,NO,Yes,3
SOCW300,SOCW,2,50,52,65,113,0.46017699115044247,0.5752212389380531,Yes,NO,NO,NO,Yes,3
SOCW321,SOCW,1,42,43,58,66,0.6515151515151515,0.8787878787878788,NO,NO,NO,NO,NO,3
SOCW401,SOCW,7,19,26,34,49,0.5306122448979592,0.6938775510204082,NO,NO,NO,NO,NO,4
SOCW403,SOCW,3,14,17,24,50,0.34,0.48,NO,NO,NO,NO,NO,3
SOCW410,SOCW,25,41,66,77,87,0.7586206896551724,0.8850574712643678,NO,NO,NO,NO,NO,3
SOCW415,SOCW,0,24,24,26,29,0.8275862068965517,0.896551724137931,NO,NO,NO,NO,NO,3
SOCW416,SOCW,0,21,21,21,30,0.7,0.7,NO,NO,NO,NO,NO,3
SOCW427,SOCW,25,38,63,80,107,0.5887850467289719,0.7476635514018691,NO,NO,NO,NO,NO,3
SOCW451,SOCW,13,9,22,25,30,0.7333333333333333,0.8333333333333334,NO,NO,NO,NO,NO,3
SOCW500,SOCW,33,25,58,66,72,0.8055555555555556,0.9166666666666666,NO,NO,NO,NO,NO,4
SOCW501,SOCW,1,14,15,18,23,0.6521739130434783,0.782608695652174,NO,NO,NO,NO,NO,4
SOCW503,SOCW,4,14,18,19,24,0.75,0.7916666666666666,NO,NO,NO,NO,NO,4
SOCW505,SOCW,19,3,22,24,25,0.88,0.96,NO,NO,NO,NO,NO,4
SOCW541,SOCW,0,8,8,24,50,0.16,0.48,NO,NO,NO,NO,NO,4
SOCW542,SOCW,1,6,7,18,28,0.25,0.6428571428571429,NO,NO,NO,NO,NO,4
SOCW552,SOCW,17,41,58,71,90,0.6444444444444445,0.7888888888888889,NO,NO,NO,NO,NO,4
SOCW589,SOCW,1,34,35,61,86,0.4069767441860465,0.7093023255813954,NO,NO,NO,NO,NO,4
SPAN204,SPAN,1,4,5,9,22,0.22727272727272727,0.4090909090909091,NO,NO,NO,NO,NO,3
SPAN228,SPAN,3,9,12,14,23,0.5217391304347826,0.6086956521739131,NO,NO,NO,NO,NO,3
SPAN252,SPAN,16,4,20,21,22,0.9090909090909091,0.9545454545454546,NO,NO,NO,NO,NO,3
SPAN307,SPAN,3,8,11,16,22,0.5,0.7272727272727273,NO,NO,NO,NO,NO,3
SPAN308,SPAN,4,3,7,15,22,0.3181818181818182,0.6818181818181818,NO,NO,NO,NO,NO,3
SPED117,SPED,0,186,186,207,275,0.6763636363636364,0.7527272727272727,NO,Yes,NO,NO,NO,3
SPED205,SPED,0,84,84,84,108,0.7777777777777778,0.7777777777777778,NO,NO,NO,NO,NO,1
SPED322,SPED,0,69,69,69,90,0.7666666666666667,0.7666666666666667,NO,NO,Yes,NO,NO,3
SPED405,SPED,0,84,84,84,101,0.8316831683168316,0.8316831683168316,NO,NO,NO,NO,NO,2
SPED431,SPED,0,32,32,34,35,0.9142857142857143,0.9714285714285714,NO,NO,NO,NO,NO,2
SPED440,SPED,0,31,31,31,36,0.8611111111111112,0.8611111111111112,NO,NO,NO,NO,NO,4
SPED446,SPED,0,34,34,34,35,0.9714285714285714,0.9714285714285714,NO,NO,NO,NO,NO,4
SPED471,SPED,3,23,26,32,33,0.7878787878787878,0.9696969696969697,NO,NO,NO,NO,NO,3
SPED514,SPED,0,19,19,19,21,0.9047619047619048,0.9047619047619048,NO,NO,NO,NO,NO,4
STAT100,STAT,196,522,718,987,1550,0.4632258064516129,0.636774193548387,NO,NO,NO,NO,NO,3
STAT200,STAT,55,118,173,226,298,0.5805369127516778,0.7583892617449665,NO,NO,NO,NO,NO,3
STAT212,STAT,13,28,41,54,77,0.5324675324675324,0.7012987012987013,NO,NO,NO,NO,NO,3
STAT400,STAT,36,161,197,295,715,0.2755244755244755,0.4125874125874126,NO,NO,NO,NO,NO,4
STAT409,STAT,12,26,38,51,102,0.37254901960784315,0.5,NO,NO,NO,NO,NO,4
STAT410,STAT,33,49,82,103,188,0.43617021276595747,0.5478723404255319,NO,NO,NO,NO,NO,3
STAT420,STAT,21,115,136,181,254,0.5354330708661418,0.7125984251968503,NO,NO,NO,NO,NO,3
STAT425,STAT,4,39,43,64,149,0.28859060402684567,0.42953020134228187,NO,NO,NO,NO,NO,3
STAT429,STAT,7,10,17,33,73,0.2328767123287671,0.4520547945205479,NO,NO,NO,NO,NO,3
STAT430,STAT,62,40,102,118,151,0.6754966887417219,0.7814569536423841,NO,NO,NO,NO,NO,3
STAT440,STAT,16,25,41,51,74,0.5540540540540541,0.6891891891891891,NO,NO,NO,NO,NO,3
STAT443,STAT,0,10,10,20,26,0.38461538461538464,0.7692307692307693,NO,NO,NO,NO,NO,3
STAT448,STAT,0,38,38,49,72,0.5277777777777778,0.6805555555555556,NO,NO,NO,NO,NO,4
STAT510,STAT,11,19,30,35,42,0.7142857142857143,0.8333333333333334,NO,NO,NO,NO,NO,4
STAT542,STAT,0,49,49,51,58,0.8448275862068966,0.8793103448275862,NO,NO,NO,NO,NO,4
STAT571,STAT,4,23,27,33,38,0.7105263157894737,0.868421052631579,NO,NO,NO,NO,NO,4
TAM195,TAM,6,25,31,41,47,0.6595744680851063,0.8723404255319149,NO,NO,NO,NO,NO,1
TAM210,TAM,10,33,43,74,235,0.1829787234042553,0.3148936170212766,NO,NO,NO,NO,NO,2
TAM211,TAM,14,31,45,77,328,0.13719512195121952,0.2347560975609756,NO,NO,NO,NO,NO,3
TAM212,TAM,13,27,40,71,233,0.17167381974248927,0.30472103004291845,NO,NO,NO,NO,NO,3
TAM251,TAM,30,59,89,117,243,0.3662551440329218,0.48148148148148145,NO,NO,NO,NO,NO,3
TAM335,TAM,5,11,16,43,228,0.07017543859649122,0.18859649122807018,NO,NO,NO,NO,NO,4
TAM435,TAM,5,7,12,16,28,0.42857142857142855,0.5714285714285714,NO,NO,NO,NO,NO,4
TAM451,TAM,1,7,8,9,33,0.24242424242424243,0.2727272727272727,NO,NO,NO,NO,NO,4
TAM470,TAM,3,11,14,23,52,0.2692307692307692,0.4423076923076923,NO,NO,NO,NO,NO,3
TAM531,TAM,0,12,12,17,21,0.5714285714285714,0.8095238095238095,NO,NO,NO,NO,NO,4
TAM541,TAM,5,32,37,43,54,0.6851851851851852,0.7962962962962963,NO,NO,NO,NO,NO,4
TAM551,TAM,4,3,7,8,22,0.3181818181818182,0.36363636363636365,NO,NO,NO,NO,NO,4
TE298,TE,5,11,16,23,25,0.64,0.92,NO,NO,NO,NO,NO,1
TE498,TE,19,3,22,22,23,0.9565217391304348,0.9565217391304348,NO,NO,NO,NO,NO,1
THEA100,THEA,1,46,47,48,55,0.8545454545454545,0.8727272727272727,NO,NO,NO,NO,NO,1
THEA101,THEA,532,324,856,1103,1383,0.618944323933478,0.7975415762834418,NO,Yes,NO,NO,NO,3
THEA102,THEA,9,10,19,22,29,0.6551724137931034,0.7586206896551724,NO,NO,NO,NO,NO,4
THEA170,THEA,0,12,12,19,30,0.4,0.6333333333333333,NO,NO,NO,NO,NO,3
THEA360,THEA,0,1,1,3,26,0.038461538461538464,0.11538461538461539,NO,NO,NO,NO,NO,4
TSM100,TSM,0,4,4,6,54,0.07407407407407407,0.1111111111111111,NO,NO,NO,NO,NO,3
TSM232,TSM,0,4,4,8,27,0.14814814814814814,0.2962962962962963,NO,NO,NO,NO,NO,3
TSM233,TSM,0,16,16,17,57,0.2807017543859649,0.2982456140350877,NO,NO,NO,NO,NO,3
TSM311,TSM,8,37,45,59,76,0.5921052631578947,0.7763157894736842,Yes,Yes,NO,NO,NO,3
TSM372,TSM,7,2,9,11,33,0.2727272727272727,0.3333333333333333,NO,NO,NO,NO,NO,3
TSM381,TSM,0,1,1,11,24,0.041666666666666664,0.4583333333333333,NO,NO,NO,NO,NO,3
TSM422,TSM,2,21,23,23,40,0.575,0.575,NO,NO,NO,NO,NO,3
TSM438,TSM,5,3,8,15,41,0.1951219512195122,0.36585365853658536,NO,NO,NO,NO,NO,3
UP101,UP,30,40,70,105,173,0.4046242774566474,0.6069364161849711,NO,NO,NO,NO,NO,3
UP201,UP,0,17,17,18,21,0.8095238095238095,0.8571428571428571,NO,NO,NO,NO,NO,3
UP260,UP,5,4,9,15,25,0.36,0.6,NO,NO,Yes,NO,NO,3
UP312,UP,1,2,3,14,32,0.09375,0.4375,NO,NO,NO,NO,NO,4
UP330,UP,2,6,8,12,31,0.25806451612903225,0.3870967741935484,NO,NO,NO,NO,NO,4
UP405,UP,0,6,6,11,23,0.2608695652173913,0.4782608695652174,NO,NO,NO,NO,NO,4
UP418,UP,2,13,15,23,47,0.3191489361702128,0.48936170212765956,NO,NO,NO,NO,NO,4
UP438,UP,0,13,13,15,26,0.5,0.5769230769230769,NO,NO,NO,NO,NO,4
UP456,UP,0,12,12,19,24,0.5,0.7916666666666666,NO,NO,NO,NO,NO,4
UP494,UP,1,17,18,18,21,0.8571428571428571,0.8571428571428571,NO,NO,NO,NO,NO,1
UP501,UP,0,13,13,25,29,0.4482758620689655,0.8620689655172413,NO,NO,NO,NO,NO,4
UP503,UP,4,19,23,26,29,0.7931034482758621,0.896551724137931,NO,NO,NO,NO,NO,4
UP504,UP,6,8,14,25,29,0.4827586206896552,0.8620689655172413,NO,NO,NO,NO,NO,4
VM602,VM,0,5,5,5,129,0.03875968992248062,0.03875968992248062,NO,NO,NO,NO,NO,9
VM605,VM,0,18,18,18,122,0.14754098360655737,0.14754098360655737,NO,NO,NO,NO,NO,9
VM607,VM,0,22,22,22,122,0.18032786885245902,0.18032786885245902,NO,NO,NO,NO,NO,1
VM609,VM,0,14,14,14,121,0.11570247933884298,0.11570247933884298,NO,NO,NO,NO,NO,1
VM610,VM,0,14,14,14,121,0.11570247933884298,0.11570247933884298,NO,NO,NO,NO,NO,1
