CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
45325,CS,242,Programming Studio,AL1,LEC,120158,"Woodley, Michael J",4,52,60,24,8,3,9,5,1,3,1,1,4,1,3.4
31518,CS,296,Honors Course,25,LCD,120158,"Heeren, Cinda",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62763,CS,296,Honors Course,33,LCD,120158,"Zilles, Craig",7,9,6,1,2,1,0,0,0,0,0,0,0,0,3.77
57758,CS,296,Honors Course,41,LCD,120158,"Angrave, Lawrence C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53280,CS,357,Numerical Methods I,M,LCD,120158,"Olson, Luke",0,51,24,32,33,14,17,8,7,6,3,3,0,0,3.11
41612,CS,411,Database Systems,ONL,ONL,120158,"Sinha, Saurabh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30109,CS,411,Database Systems,Q3,LCD,120158,"Sinha, Saurabh",31,65,31,12,30,17,2,3,1,0,0,0,2,0,3.54
45752,CS,412,Introduction to Data Mining,ONL,ONL,120158,"Chang, Kevin C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43357,CS,412,Introduction to Data Mining,P3,LCD,120158,"Chang, Kevin C",10,23,36,16,19,25,7,9,18,4,6,2,9,1,2.85
36119,CS,418,Interactive Computer Graphics,AL1,LEC,120158,"Shaffer, Eric G",10,47,26,21,22,11,6,7,6,0,3,0,6,2,3.23
53685,CS,420,Parallel Progrmg: Sci & Engrg,D3,LCD,120158,"Kale, Laxmikant V",4,16,11,6,7,7,2,1,0,0,0,0,0,0,3.48
62170,CS,425,Distributed Systems,ONL,ONL,120158,"Gupta, Indranil",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36091,CS,425,Distributed Systems,P3,LCD,120158,"Gupta, Indranil",20,24,58,61,27,3,2,0,0,0,0,0,1,1,3.51
43355,CS,426,Compiler Construction,N3,LCD,120158,"Adve, Vikram S",2,7,5,3,2,1,0,4,0,0,0,0,0,0,3.36
41594,CS,427,Software Engineering I,ONL,ONL,120158,"Marinov, Darko",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36104,CS,427,Software Engineering I,S3,LCD,120158,"Marinov, Darko",13,46,32,30,17,15,12,5,0,0,0,0,1,0,3.42
40667,CS,431,Embedded Systems,AE3,LCD,120158,"Sha, Lui R",8,20,0,12,19,7,0,9,0,3,2,0,1,0,3.13
36069,CS,433,Computer System Organization,T3,LCD,120158,"Torrellas, Josep",5,9,1,0,7,0,0,2,1,0,0,0,1,0,3.36
36061,CS,438,Communication Networks,X3,LCD,120158,"Roy Choudhury, Romit",9,27,21,15,13,0,0,1,1,0,0,0,0,1,3.62
63671,CS,440,Artificial Intelligence,ONL,ONL,120158,"Lazebnik, Svetlana",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36047,CS,440,Artificial Intelligence,Q3,LCD,120158,"Lazebnik, Svetlana",30,52,7,5,44,5,2,19,1,3,5,1,4,0,3.21
65086,CS,445,Computational Photography,C3,LCD,120158,"Hoiem, Derek W",9,22,12,9,12,4,3,1,0,1,0,0,2,0,3.43
46792,CS,446,Machine Learning,D3,LEC,120158,"Roth, Dan",9,29,43,45,15,2,0,0,0,0,2,0,4,0,3.46
60403,CS,446,Machine Learning,ONL,ONL,120158,"Roth, Dan",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63292,CS,447,Natural Language Processing,N3,LEC,120158,"Hockenmaier, Julia C",15,18,10,10,6,7,2,1,2,0,0,0,0,1,3.55
36016,CS,450,Numerical Analysis,BL1,LCD,120158,"Fischer, Paul",9,30,18,11,22,6,6,2,2,0,1,0,0,0,3.42
49546,CS,461,Computer Security I,A3,LEC,120158,"Bailey, Michael D",4,31,10,17,41,7,5,12,8,0,11,0,4,1,2.92
50456,CS,461,Computer Security I,ONL,ONL,120158,"Bailey, Michael D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43388,CS,465,User Interface Design,M3,LCD,120158,"Fu, Wai-Tat",6,24,28,19,56,20,10,16,4,0,2,0,1,0,3.08
56646,CS,465,User Interface Design,ONL,ONL,120158,"Fu, Wai-Tat",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35852,CS,476,Program Verification,D4,LCD,120158,"Meseguer, Jose",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64565,CS,477,Formal Software Devel Methods,B3,LEC,120158,"Agha, Gul A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30139,CS,492,Senior Project I,CS,LCD,120158,"Woodley, Michael J",0,8,56,25,22,24,2,0,1,1,0,0,0,0,3.3
61457,CS,498,Digital Forensics,AL1,LEC,120158,"Campbell, R H",2,5,12,12,2,1,0,0,0,0,0,0,0,0,3.55
62835,CS,498,Algorithms and Models of Comp,BL1,LEC,120158,"Chekuri, Chandra S",13,51,47,35,38,39,39,38,20,12,10,13,3,0,2.79
64642,CS,498,Probability in CS,CL1,LCD,120158,"Forsyth, David A",1,26,7,17,17,7,1,1,2,0,1,0,3,0,3.24
65109,CS,498,Theory II,DL1,LEC,120158,"Har-Peled, Sariel",0,5,5,4,4,2,2,3,0,0,0,0,0,0,3.19
65315,CS,498,AI for Computer Games,GFD,LEC,120158,"DeJong, Gerald F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65575,CS,498,Intro to Data Science,IDS,LCD,120158,"Stodden, Victoria",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49190,CS,498,Logic,MP3,LEC,120158,"Viswanathan, Mahesh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40091,CS,498,Virtual Reality,SL3,LEC,120158,"Yershova, Ganna",5,46,19,16,7,3,0,0,0,0,0,0,0,0,3.71
35905,CS,519,Scientific Visualization,P,LEC,120158,"Shaffer, Eric G",2,21,4,2,2,0,0,0,0,0,0,0,0,0,3.85
41597,CS,527,Topics in Software Engineering,ONL,ONL,120158,"Xie, Tao",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35912,CS,527,Topics in Software Engineering,S,LCD,120158,"Xie, Tao",6,11,8,1,3,1,0,0,0,0,0,0,0,1,3.75
57701,CS,554,Parallel Numerical Algorithms,C,LCD,120158,"Heath, Michael T",3,6,4,8,1,4,0,0,0,0,0,0,0,0,3.5
65321,CS,565,Human-Computer Interaction,ONL,ONL,120158,"Bailey, Brian P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65099,CS,565,Human-Computer Interaction,S,LEC,120158,"Bailey, Brian P",3,9,9,3,0,1,0,0,0,0,0,0,0,0,3.75
65259,CS,574,Randomized Algorithms,R,LCD,120158,"Kolla, Alexandra",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54947,CS,597,Individual Study,MCO,ONL,120158,"Caesar, Matthew C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63912,CS,598,Human-in-the-loop Data Mgnt,AGP,LCD,120158,"Parameswaran, Aditya G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62086,CS,598,Cognitive Engineering,AK,LCD,120158,"Kirlik, Alex",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64616,CS,598,Fast Algorithms & Intrgl Equat,APK,LCD,120158,"Kloeckner, Andreas P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46983,CS,598,Geometry for AI Students,DAF,LCD,120158,"Forsyth, David A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64617,CS,598,Scripting Lang - Design Implem,DHP,LCD,120158,"Padua, David A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63587,CS,598,Social & Information Networks,HS,LCD,120158,"Sundaram, Hari",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54314,CS,598,Advanced Data Structures,JGE,LCD,120158,"Erickson, Jeff G",0,14,9,6,0,0,0,0,0,0,0,0,0,0,3.76
65089,CS,598,Machine Lrning Computation Bio,JP,LCD,120158,"Peng, Jian",5,13,2,1,0,0,0,0,0,0,0,0,0,0,3.94
42378,CS,598,Social Spaces on the Internet,KGK,LCD,120158,"Karahalios, Kyratso G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60407,CS,598,Mach Lrng for Signal Processng,PSO,ONL,120158,"Smaragdis, Paris",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63395,CS,598,Data-Driven Design,RK,LCD,120158,"Kumar, Ranjitha",2,8,5,4,2,0,0,0,0,0,0,0,0,0,3.7
46041,CS,598,Sensing in Social Spaces,TAR,LCD,120158,"Abdelzaher, Tarek",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63285,CW,100,Intro to Creative Writing,X,LCD,120158,"Rubins, John",3,10,5,4,1,1,0,0,0,0,0,0,0,0,3.72
45273,CW,104,Introductory Narrative Writing,B,LCD,120158,"McGuire, Caitlin",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45269,CW,104,Introductory Narrative Writing,F,LCD,120158,"Graham, Philip",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47655,CW,104,Introductory Narrative Writing,M,LCD,120158,"Mesnard, Natalie A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45271,CW,104,Introductory Narrative Writing,Q,LCD,120158,"Thompson-Spires, Nafissa",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45268,CW,104,Introductory Narrative Writing,X,LCD,120158,"Kendig, Katherine I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50343,CW,106,Introductory Poetry Writing,B,LCD,120158,"Hurley, Michael J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45276,CW,106,Introductory Poetry Writing,G,LCD,120158,"Price, Julie P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45277,CW,106,Introductory Poetry Writing,S,LCD,120158,"Harrington, Janice",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45274,CW,106,Introductory Poetry Writing,X,LCD,120158,"Price, Julie P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61647,CW,200,Reading for Writers,D,LCD,120158,"Walters, Kristin",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45278,CW,202,Screenwriting Workshop,AS,LCD,120158,"Shakar, Alexander M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51768,CW,202,Writing Young Adult Novel,G,LCD,120158,"Sanders, John T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51220,CW,202,Writ Contemp Indigenous Poetry,OL1,ONL,120158,"Harjo-Sapulpa, Joy",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57710,CW,204,Intermediate Narrative Writing,D,LCD,120158,"Sanders, John T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45279,CW,204,Intermediate Narrative Writing,P,LCD,120158,"Rubins, John",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45280,CW,204,Intermediate Narrative Writing,Q,LCD,120158,"Rubins, John",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54259,CW,206,Intermediate Poetry Writing,P,LCD,120158,"Madonick, Michael D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45282,CW,208,Creative Nonfiction Writing,P,LCD,120158,"Price, Julie P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61787,CW,243,Inter Expository Writing,M,LCD,120158,"Minicucci, Matthew P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45283,CW,404,Advanced Narrative Writing,1U,LCD,120158,"Sanders, John T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45285,CW,404,Advanced Narrative Writing,2U,LCD,120158,"Sneed, Christine M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45287,CW,406,Advanced Poetry Writing,1U,LCD,120158,"Harrington, Janice",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60208,CW,460,Intro to Literary Editing,D,LCD,120158,"Minicucci, Matthew P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45291,CW,500,The Craft of Fiction,T,LCD,120158,"Sneed, Christine M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45292,CW,502,Problems in Poetry Writing,G,LCD,120158,"Kelly, Brigit P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45293,CW,504,Writing Workshop in Fiction,W,LCD,120158,"Shakar, Alexander M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45294,CW,506,Writing Workshop in Poetry,T,LCD,120158,"Madonick, Michael D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51730,CW,563,Memoir,R,LCD,120158,"Harjo-Sapulpa, Joy",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64970,CWL,151,Madness & Western Literature,AH,LCD,120158,"Carr, Brandon J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57569,CWL,151,From Hollywood to Bollywood,RM,LCD,120158,"Mehta, Rini B",0,19,4,0,1,0,0,1,0,0,0,0,2,0,3.54
65538,CWL,151,Israeli Cinema and TV,VW,LCD,120158,"Weiss, Vered",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35853,CWL,189,Lit of Asia & Africa I,AD2,DIS,120158,"Wane, Hapsatou",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30154,CWL,201,Comparative Lit Studies,A,LCD,120158,"Gasyna, George Z",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64975,CWL,207,Indian Cinema in Context,BD1,DIS,120158,"Madarieta, Ethan",2,19,0,0,0,0,0,0,0,0,0,0,1,0,3.82
64976,CWL,207,Indian Cinema in Context,BD2,DIS,120158,"Madarieta, Ethan",1,20,1,0,0,1,0,0,0,0,0,0,0,0,3.93
64977,CWL,207,Indian Cinema in Context,BD3,DIS,120158,"van Doren, Alexandra B",1,19,0,0,1,0,0,0,0,0,0,1,0,0,3.8
64980,CWL,207,Indian Cinema in Context,BD4,DIS,120158,"van Doren, Alexandra B",2,19,0,0,1,0,0,0,0,0,0,0,0,1,3.95
64979,CWL,207,Indian Cinema in Context,BD5,DIS,120158,"van Doren, Alexandra B",0,21,0,0,0,0,0,0,0,0,0,0,1,0,3.82
64981,CWL,207,Indian Cinema in Context,BD6,DIS,120158,"Madarieta, Ethan",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64987,CWL,207,Indian Cinema in Context,BD7,DIS,120158,"Jiao, Yang",0,16,1,0,2,1,0,1,0,0,0,0,1,0,3.56
64989,CWL,207,Indian Cinema in Context,BD8,DIS,120158,"Jiao, Yang",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64990,CWL,207,Indian Cinema in Context,BD9,DIS,120158,"Jiao, Yang",0,20,1,0,0,0,0,1,0,0,0,0,0,0,3.89
40497,CWL,241,Lit Europe & the Americas I,ADD,DIS,120158,"Stoeckl, Stephanie J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40498,CWL,241,Lit Europe & the Americas I,ADE,DIS,120158,"Efremova, Tatiana V",0,12,2,2,3,1,0,0,0,0,1,0,0,0,3.56
40499,CWL,241,Lit Europe & the Americas I,ADF,DIS,120158,"Efremova, Tatiana V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40502,CWL,241,Lit Europe & the Americas I,ADI,DIS,120158,"Stoeckl, Stephanie J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65766,CWL,395,The Postcolonial Novel,CT,LEC,120158,"Ezkerra Vegas, Estibalitz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65537,CWL,461,Design & Prog Text Based Games,JP,LCD,120158,"Pintar, Judith A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54879,CWL,496,Freud-Nietzsche-Kafka,P,LCD,120158,"Johnson, Laurie R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64633,CWL,501,Theory of Literature,EC,LCD,120158,"Calderwood, Eric S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62361,CZCH,101,Elementary Czech I,A,LCD,120158,"Davies Brenier, Laura",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62863,CZCH,201,Second-year Czech I,A,LCD,120158,"Davies Brenier, Laura",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33749,DANC,100,Intro to Contemporary Dance,A,LEC,120158,"Frost, Elise M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33875,DANC,100,Intro to Contemporary Dance,AAP,LEC,120158,"Kuper, Kate D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46037,DANC,100,Intro to Contemporary Dance,B,LEC,120158,"Behan, Brendan P",2,20,3,0,0,1,1,0,0,1,0,0,1,0,3.63
33798,DANC,100,Intro to Contemporary Dance,C,LEC,120158,"Weidman, Lailye M",2,25,0,0,1,0,0,0,0,0,0,0,0,0,3.96
33541,DANC,100,Intro to Contemporary Dance,DS1,LEC,120158,"Wadleigh, Renee",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33859,DANC,100,Intro to Contemporary Dance,DS2,LEC,120158,"Johnston, Philip T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64564,DANC,100,Intro to Contemporary Dance,OL1,ONL,120158,"Levine, Sophia E",11,28,13,1,3,1,2,1,0,0,0,0,1,0,3.69
31673,DANC,101,Modern Dance I,A,LAB,120158,"Smith, Hadley T",5,12,3,1,1,0,0,0,0,0,0,0,0,0,3.88
55763,DANC,102,Modern Dance II,B,LAB,120158,"Sharpe, Malik Nashad",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62777,DANC,104,Making Dances,A,LAB,120158,"Pretty, Jessica L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31685,DANC,105,Jazz Dance I,B,LAB,120158,"Brissey, Caryn D",3,25,6,0,1,1,0,0,0,0,0,0,0,0,3.88
31686,DANC,106,Musical Theater Jazz,A,LAB,120158,"Taylor, Endalyn M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31687,DANC,107,Ballet I,A,LAB,120158,"Anderson, Maria C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29751,DANC,108,Ballet II,B,LAB,120158,"Young, Jessie A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29755,DANC,109,Ballet III,E,LAB,120158,"Ferrell, Rebecca",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64511,DANC,111,African Dance,AF1,LAB,120158,"Nance, Curtis K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64512,DANC,111,African Dance,AF2,LAB,120158,"Ndiaye, Momar K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64510,DANC,112,Hip Hop,HH2,LAB,120158,"Pretty, Jessica L",0,21,6,0,1,0,0,0,0,0,0,0,0,0,3.89
64505,DANC,112,Hip Hop,HHI,LAB,120158,"Zbikowski, Abigail L",0,2,18,1,2,0,0,0,0,0,0,0,0,0,3.63
29759,DANC,120,Tap Dance I,A,LAB,120158,"Maybee, Charles M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31697,DANC,131,Production Practicum I,DP,LAB,120158,"Ciofalo, Terry A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29776,DANC,160,Beg Contemp Modern Tech Core,C,LAB,120158,"Erkert, Jan K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40081,DANC,166,Beginning Ballet Tech Core,C,LAB,120158,"Anderson, Maria C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29779,DANC,167,Beginning Ballet Tech Elect,A,LAB,120158,"Lehovec, Linda M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65006,DANC,210,Int Jazz Technique,A,LAB,120158,"Taylor, Endalyn M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64509,DANC,211,Int Hip Hop Technique,HH2,LAB,120158,"Pretty, Jessica L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64506,DANC,211,Int Hip Hop Technique,HHI,LAB,120158,"Zbikowski, Abigail L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64579,DANC,215,Int Tap Dance Technique,A,LAB,120158,"Maybee, Charles M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31694,DANC,222,NovDance - Oliver,CO,LAB,120158,"Oliver, Cynthia",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16285,DANC,222,NovDance - Gowin/Williams,JT,LAB,120158,"Toenjes, John M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16279,DANC,222,NovDance - Lehovec,LML,LAB,120158,"Lehovec, Linda M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16289,DANC,222,NovDance - O'Connor,TO,LAB,120158,"O'Connor, Terrance R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65629,DANC,223,FebDance - Nance,KN,LAB,120158,"Nance, Curtis K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52428,DANC,223,FebDance - Levine,SL,LAB,120158,"Levine, Sophia E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39477,DANC,231,Production Practicum II,DP,LAB,120158,"Ciofalo, Terry A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29781,DANC,232,Repertory Company,A,LAB,120158,"Taylor, Endalyn M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57762,DANC,240,Dance History,A,LEC,120158,"Johnston, Philip T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57759,DANC,259,Contact Improv for Act/Mus/Dan,A,LAB,120158,"Young, Jessie A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
