Course Title,Course Subject,A+,A,Total 4.0,Total A,Total Kids,Percent 4.0,Percent A,ACP,HUM,SSBS,CW,CNW,Credit Hours
STAT542,STAT,15,114,129,141,167,0.7724550898203593,0.844311377245509,NO,NO,NO,NO,NO,4
STAT571,STAT,5,37,42,59,75,0.56,0.7866666666666666,NO,NO,NO,NO,NO,4
STAT578,STAT,3,16,19,21,25,0.76,0.84,NO,NO,NO,NO,NO,4
TAM195,TAM,9,34,43,68,96,0.4479166666666667,0.7083333333333334,NO,NO,NO,NO,NO,1
TAM210,TAM,50,125,175,291,797,0.21957340025094102,0.36511919698870765,NO,NO,NO,NO,NO,2
TAM211,TAM,47,97,144,264,952,0.15126050420168066,0.2773109243697479,NO,NO,NO,NO,NO,3
TAM212,TAM,53,177,230,428,1405,0.16370106761565836,0.30462633451957294,NO,NO,NO,NO,NO,3
TAM251,TAM,61,193,254,387,1154,0.22010398613518198,0.33535528596187175,NO,NO,NO,NO,NO,3
TAM252,TAM,32,32,64,74,88,0.7272727272727273,0.8409090909090909,NO,NO,NO,NO,NO,1
TAM335,TAM,17,62,79,149,690,0.1144927536231884,0.21594202898550724,NO,NO,NO,NO,NO,4
TAM412,TAM,8,27,35,35,96,0.3645833333333333,0.3645833333333333,NO,NO,NO,NO,NO,4
TAM435,TAM,5,7,12,16,28,0.42857142857142855,0.5714285714285714,NO,NO,NO,NO,NO,4
TAM445,TAM,6,9,15,20,84,0.17857142857142858,0.23809523809523808,NO,NO,NO,NO,NO,4
TAM451,TAM,4,13,17,23,63,0.2698412698412698,0.36507936507936506,NO,NO,NO,NO,NO,4
TAM456,TAM,0,8,8,10,27,0.2962962962962963,0.37037037037037035,NO,NO,NO,NO,NO,3
TAM461,TAM,2,10,12,17,23,0.5217391304347826,0.7391304347826086,NO,NO,NO,NO,NO,4
TAM470,TAM,6,34,40,49,106,0.37735849056603776,0.46226415094339623,NO,NO,NO,NO,NO,3
TAM531,TAM,0,12,12,17,21,0.5714285714285714,0.8095238095238095,NO,NO,NO,NO,NO,4
TAM532,TAM,1,9,10,15,23,0.43478260869565216,0.6521739130434783,NO,NO,NO,NO,NO,4
TAM541,TAM,23,53,76,86,126,0.6031746031746031,0.6825396825396826,NO,NO,NO,NO,NO,4
TAM542,TAM,11,31,42,47,53,0.7924528301886793,0.8867924528301887,NO,NO,NO,NO,NO,4
TAM551,TAM,4,21,25,30,51,0.49019607843137253,0.5882352941176471,NO,NO,NO,NO,NO,4
TE298,TE,26,29,55,85,103,0.5339805825242718,0.8252427184466019,NO,NO,NO,NO,NO,1
TE498,TE,19,3,22,22,23,0.9565217391304348,0.9565217391304348,NO,NO,NO,NO,NO,1
THEA100,THEA,21,168,189,191,222,0.8513513513513513,0.8603603603603603,NO,NO,NO,NO,NO,1
THEA101,THEA,2329,1377,3706,4521,5742,0.6454197143852316,0.7873563218390804,NO,Yes,NO,NO,NO,3
THEA102,THEA,26,20,46,55,69,0.6666666666666666,0.7971014492753623,NO,NO,NO,NO,NO,4
THEA103,THEA,2,19,21,33,59,0.3559322033898305,0.559322033898305,NO,NO,NO,NO,NO,4
THEA110,THEA,87,41,128,150,191,0.6701570680628273,0.7853403141361257,NO,Yes,NO,Yes,NO,3
THEA170,THEA,1,28,29,44,66,0.4393939393939394,0.6666666666666666,NO,NO,NO,NO,NO,3
THEA208,THEA,0,21,21,35,42,0.5,0.8333333333333334,NO,NO,NO,NO,NO,3
THEA262,THEA,0,27,27,44,81,0.3333333333333333,0.5432098765432098,Yes,Yes,NO,NO,NO,3
THEA360,THEA,0,3,3,6,55,0.05454545454545454,0.10909090909090909,NO,NO,NO,NO,NO,4
THEA361,THEA,0,1,1,6,53,0.018867924528301886,0.11320754716981132,NO,NO,NO,NO,NO,4
THEA400,THEA,0,20,20,22,25,0.8,0.88,NO,NO,NO,NO,NO,1
TSM100,TSM,0,19,19,28,201,0.0945273631840796,0.13930348258706468,NO,NO,NO,NO,NO,3
TSM232,TSM,0,7,7,11,56,0.125,0.19642857142857142,NO,NO,NO,NO,NO,3
TSM233,TSM,0,22,22,27,110,0.2,0.24545454545454545,NO,NO,NO,NO,NO,3
TSM234,TSM,0,23,23,37,114,0.20175438596491227,0.32456140350877194,NO,NO,NO,NO,NO,3
TSM262,TSM,1,14,15,22,46,0.32608695652173914,0.4782608695652174,NO,NO,NO,NO,NO,3
TSM311,TSM,65,122,187,231,295,0.6338983050847458,0.7830508474576271,Yes,Yes,NO,NO,NO,3
TSM352,TSM,3,14,17,21,27,0.6296296296296297,0.7777777777777778,NO,NO,NO,NO,NO,3
TSM363,TSM,6,30,36,37,46,0.782608695652174,0.8043478260869565,NO,NO,NO,NO,NO,2
TSM371,TSM,5,21,26,27,86,0.3023255813953488,0.313953488372093,NO,NO,NO,NO,NO,3
TSM372,TSM,7,9,16,23,70,0.22857142857142856,0.32857142857142857,NO,NO,NO,NO,NO,3
TSM381,TSM,0,1,1,11,24,0.041666666666666664,0.4583333333333333,NO,NO,NO,NO,NO,3
TSM421,TSM,0,14,14,27,85,0.16470588235294117,0.3176470588235294,NO,NO,NO,NO,NO,3
TSM422,TSM,3,39,42,42,81,0.5185185185185185,0.5185185185185185,NO,NO,NO,NO,NO,3
TSM425,TSM,0,5,5,12,22,0.22727272727272727,0.5454545454545454,NO,NO,NO,NO,NO,3
TSM435,TSM,4,7,11,13,25,0.44,0.52,NO,NO,NO,NO,NO,3
TSM438,TSM,6,15,21,30,81,0.25925925925925924,0.37037037037037035,NO,NO,NO,NO,NO,3
TSM464,TSM,2,12,14,30,72,0.19444444444444445,0.4166666666666667,NO,NO,NO,NO,NO,3
TSM465,TSM,0,1,1,4,21,0.047619047619047616,0.19047619047619047,NO,NO,NO,NO,NO,3
